dataset,plate,well,reaction_vol_mL,PET_loading_mg,solids_loading_wtpercent,enzyme_loading_ug,mg_enzyme_per_g_PET,nM_enzyme,substrate,temperature_c,pH,A260,A280,A300,dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
P740 Round1,plate1,1A-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1A-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1A-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,8.5,5.68,1.56,0.23,,1.02,191.86,0.08,2.8,203.98,0.10200000000000001,102.00000000000001,16.94,1.41,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1A-A12,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,8.5,1.65,0.44,0.08,,0.3,55.96,0.02,0.82,59.49,0.029999999999999995,29.999999999999996,4.94,0.61,A7,DP059
P740 Round1,plate1,1A-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,5.5,1.92,0.53,0.08,,0.35,65.14,0.03,0.95,69.25,0.034999999999999996,34.99999999999999,5.75,0.48,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1A-A3,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,5.5,0.3,0.0,0.0,,0.05,10.16,0.0,0.15,10.8,0.005,5.0,0.9,0.1,A7,DP059
P740 Round1,plate1,1A-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1A-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,6.5,3.88,1.06,0.15,,0.69,129.91,0.06,1.9,138.12,0.06899999999999999,68.99999999999999,11.47,0.95,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1A-A6,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,6.5,1.03,0.28,0.06,,0.19,34.92,0.02,0.51,37.13,0.019,19.0,3.08,0.39,A7,DP059
P740 Round1,plate1,1A-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1A-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,7.5,5.62,1.55,0.23,,1.01,190.26,0.08,2.78,202.28,0.101,101.0,16.8,1.4,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1A-A9,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,7.5,1.82,0.48,0.1,,0.33,61.62,0.03,0.9,65.51,0.033,33.0,5.44,0.67,A7,DP059
P740 Round1,plate1,1A-B1,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,5.5,0.35,0.0,0.0,,0.06,11.79,0.01,0.17,12.53,0.006,6.0,1.04,0.13,B11,DP092
P740 Round1,plate1,1A-B10,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,8.5,0.93,0.26,0.05,,0.17,31.4,0.01,0.46,33.38,0.017,17.0,2.77,0.36,B11,DP092
P740 Round1,plate1,1A-B11,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1A-B12,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,1A-B2,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1A-B3,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,5.5,0.66,0.0,0.04,,0.12,22.19,0.01,0.32,23.59,0.012,12.0,1.96,0.26,C7,DP061
P740 Round1,plate1,1A-B4,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,6.5,0.6,0.0,0.03,,0.11,20.29,0.01,0.3,21.57,0.011,11.0,1.79,0.24,B11,DP092
P740 Round1,plate1,1A-B5,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1A-B6,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,6.5,1.03,0.28,0.05,,0.19,34.92,0.02,0.51,37.13,0.019,19.0,3.08,0.41,C7,DP061
P740 Round1,plate1,1A-B7,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,7.5,0.81,0.22,0.04,,0.15,27.51,0.01,0.4,29.24,0.014999999999999998,14.999999999999998,2.43,0.32,B11,DP092
P740 Round1,plate1,1A-B8,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1A-B9,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,7.5,0.21,0.0,0.0,,0.04,7.08,0.0,0.1,7.53,0.004,4.0,0.63,0.09,C7,DP061
P740 Round1,plate1,1A-C1,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,5.5,0.21,0.0,0.0,,0.04,7.21,0.0,0.11,7.67,0.004,4.0,0.64,0.05,C11,DP093
P740 Round1,plate1,1A-C10,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,1A-C11,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1A-C12,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1A-C2,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1A-C3,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1A-C4,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,1A-C5,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1A-C6,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1A-C7,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,1A-C8,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1A-C9,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1A-D1,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1A-D10,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1A-D11,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1A-D12,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1A-D2,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1A-D3,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1A-D4,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1A-D5,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1A-D6,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1A-D7,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1A-D8,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1A-D9,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1A-E1,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,1A-E10,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,8.5,0.41,0.0,0.03,,0.07,13.82,0.01,0.2,14.69,0.007000000000000001,7.000000000000001,1.22,0.1,F9,DP080
P740 Round1,plate1,1A-E11,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,8.5,0.62,0.0,0.04,,0.11,21.14,0.01,0.31,22.47,0.011,11.0,1.87,0.25,G9,DP081
P740 Round1,plate1,1A-E12,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,8.5,1.37,0.34,0.08,,0.25,46.27,0.02,0.68,49.19,0.025,25.0,4.09,0.36,H10,DP090
P740 Round1,plate1,1A-E2,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,5.5,0.39,0.0,0.0,,0.07,13.11,0.01,0.19,13.94,0.007000000000000001,7.000000000000001,1.16,0.16,G9,DP081
P740 Round1,plate1,1A-E3,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,1A-E4,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,6.5,0.2,0.0,0.0,,0.04,6.61,0.0,0.1,7.02,0.004,4.0,0.58,0.05,F9,DP080
P740 Round1,plate1,1A-E5,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,6.5,1.04,0.28,0.06,,0.19,35.3,0.02,0.52,37.53,0.019,19.0,3.12,0.42,G9,DP081
P740 Round1,plate1,1A-E6,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,6.5,0.42,0.0,0.02,,0.07,14.06,0.01,0.21,14.95,0.007000000000000001,7.000000000000001,1.24,0.1,H10,DP090
P740 Round1,plate1,1A-E7,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,7.5,0.35,0.0,0.03,,0.06,11.92,0.01,0.17,12.68,0.006,6.0,1.05,0.08,F9,DP080
P740 Round1,plate1,1A-E8,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,7.5,0.85,0.23,0.05,,0.15,28.93,0.01,0.42,30.76,0.014999999999999998,14.999999999999998,2.55,0.33,G9,DP081
P740 Round1,plate1,1A-E9,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,7.5,1.06,0.27,0.07,,0.19,35.77,0.02,0.52,38.03,0.019,19.0,3.16,0.28,H10,DP090
P740 Round1,plate1,1A-F1,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1A-F10,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1A-F11,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1A-F2,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1A-F4,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1A-F5,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1A-F7,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1A-F8,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1B-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1B-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1B-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,8.5,6.36,1.75,0.26,,1.14,215.04,0.09,3.14,228.63,0.11399999999999999,113.99999999999999,18.99,1.57,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1B-A12,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,8.5,1.95,0.51,0.1,,0.35,66.09,0.03,0.96,70.26,0.034999999999999996,34.99999999999999,5.84,0.71,A7,DP059
P740 Round1,plate1,1B-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,5.5,2.23,0.6,0.1,,0.39,73.97,0.03,1.08,78.64,0.03900000000000001,39.00000000000001,6.53,0.54,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1B-A3,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,5.5,0.32,0.0,0.0,,0.06,10.74,0.0,0.16,11.42,0.006,6.0,0.95,0.12,A7,DP059
P740 Round1,plate1,1B-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1B-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,6.5,4.66,1.26,0.19,,0.82,155.18,0.07,2.26,164.98,0.082,82.0,13.7,1.13,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1B-A6,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,6.5,1.35,0.37,0.07,,0.24,45.8,0.02,0.67,48.69,0.024,24.0,4.04,0.49,A7,DP059
P740 Round1,plate1,1B-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,1B-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,7.5,6.11,1.68,0.26,,1.1,206.45,0.09,3.01,219.5,0.11,110.0,18.23,1.52,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,1B-A9,0.5,3.5,0.7,5,1.43,246.0,cryPow,40,7.5,2.16,0.57,0.12,,0.37,70.54,0.03,1.03,74.99,0.037,37.0,6.23,0.75,A7,DP059
P740 Round1,plate1,1B-B1,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,5.5,0.44,0.0,0.02,,0.08,14.77,0.01,0.22,15.7,0.008,8.0,1.3,0.17,B11,DP092
P740 Round1,plate1,1B-B10,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,8.5,1.12,0.3,0.06,,0.2,38.11,0.02,0.56,40.51,0.02,20.0,3.37,0.43,B11,DP092
P740 Round1,plate1,1B-B11,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1B-B12,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,8.5,0.21,0.0,0.0,,0.04,7.21,0.0,0.11,7.67,0.004,4.0,0.64,0.09,C7,DP061
P740 Round1,plate1,1B-B2,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1B-B3,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,5.5,0.88,0.23,0.04,,0.16,29.74,0.01,0.43,31.62,0.016,16.0,2.63,0.34,C7,DP061
P740 Round1,plate1,1B-B4,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,6.5,0.87,0.23,0.04,,0.16,29.4,0.01,0.43,31.26,0.016,16.0,2.6,0.34,B11,DP092
P740 Round1,plate1,1B-B5,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1B-B6,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,6.5,1.19,0.32,0.06,,0.21,40.24,0.02,0.59,42.78,0.021,21.0,3.55,0.45,C7,DP061
P740 Round1,plate1,1B-B7,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,7.5,0.84,0.22,0.05,,0.15,28.56,0.01,0.42,30.36,0.014999999999999998,14.999999999999998,2.52,0.32,B11,DP092
P740 Round1,plate1,1B-B8,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,1B-B9,0.5,3.5,0.7,5,1.43,233.0,cryPow,40,7.5,0.62,0.0,0.04,,0.11,20.9,0.01,0.31,22.22,0.011,11.0,1.85,0.24,C7,DP061
P740 Round1,plate1,1B-C1,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,5.5,0.21,0.0,0.0,,0.04,7.08,0.0,0.1,7.53,0.004,4.0,0.63,0.05,C11,DP093
P740 Round1,plate1,1B-C10,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,1B-C11,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1B-C12,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1B-C2,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1B-C3,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1B-C4,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,6.5,0.18,0.0,0.0,,0.03,6.27,0.0,0.09,6.66,0.003,3.0,0.55,0.04,C11,DP093
P740 Round1,plate1,1B-C5,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1B-C6,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1B-C7,0.5,3.5,0.7,5,1.43,364.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,1B-C8,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,1B-C9,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,1B-D1,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1B-D10,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1B-D11,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1B-D12,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1B-D2,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1B-D3,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1B-D4,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1B-D5,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1B-D6,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1B-D7,0.5,3.5,0.7,5,1.43,244.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,1B-D8,0.5,3.5,0.7,5,1.43,357.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,1B-D9,0.5,3.5,0.7,5,1.43,366.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,1B-E1,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,5.5,0.0,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,1B-E10,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,8.5,0.52,0.0,0.04,,0.09,17.58,0.01,0.26,18.69,0.009,9.0,1.55,0.12,F9,DP080
P740 Round1,plate1,1B-E11,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,8.5,0.78,0.2,0.04,,0.14,26.32,0.01,0.38,27.98,0.014000000000000002,14.000000000000002,2.32,0.31,G9,DP081
P740 Round1,plate1,1B-E12,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,8.5,1.45,0.38,0.1,,0.26,49.08,0.02,0.72,52.18,0.026000000000000002,26.000000000000004,4.33,0.38,H10,DP090
P740 Round1,plate1,1B-E2,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,5.5,0.45,0.0,0.03,,0.08,15.11,0.01,0.22,16.06,0.008,8.0,1.33,0.18,G9,DP081
P740 Round1,plate1,1B-E3,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,1B-E4,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,1B-E5,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,6.5,1.26,0.34,0.08,,0.23,42.85,0.02,0.63,45.56,0.023,23.0,3.78,0.51,G9,DP081
P740 Round1,plate1,1B-E6,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,6.5,0.4,0.0,0.04,,0.07,13.58,0.01,0.2,14.44,0.007000000000000001,7.000000000000001,1.2,0.1,H10,DP090
P740 Round1,plate1,1B-E7,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,7.5,0.32,0.0,0.03,,0.06,10.97,0.0,0.16,11.67,0.006,6.0,0.97,0.08,F9,DP080
P740 Round1,plate1,1B-E8,0.5,3.5,0.7,5,1.43,224.0,cryPow,40,7.5,0.78,0.21,0.05,,0.14,26.32,0.01,0.38,27.98,0.014000000000000002,14.000000000000002,2.32,0.31,G9,DP081
