dataset,plate,well,reaction_vol_mL,PET_loading_mg,solids_loading_wtpercent,enzyme_loading_ug,mg_enzyme_per_g_PET,nM_enzyme,substrate,temperature_c,pH,A260,A280,A300,dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
P740 TEP,plate1,5A-C11,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,5A-C12,0.5,3.5,0.7,5,1.43,361.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,5A-C2,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,5A-C3,0.5,3.5,0.7,5,1.43,361.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,5A-C4,0.5,3.5,0.7,5,1.43,314.0,cryPow,40,5.5,1.83,0.48,0.1,,0.33,61.95,0.03,0.9,65.87,0.033,33.0,5.47,0.53,D1,TEP004
P740 TEP,plate1,5A-C5,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,5A-C6,0.5,3.5,0.7,5,1.43,361.0,cryPow,40,5.5,0.28,0.0,0.0,,0.05,9.32,0.0,0.14,9.9,0.005,5.0,0.82,0.07,D5,TEP037
P740 TEP,plate1,5A-C7,0.5,3.5,0.7,5,1.43,314.0,cryPow,40,6.5,3.55,0.95,0.2,,0.62,116.29,0.05,1.7,123.64,0.062,62.0,10.27,0.99,D1,TEP004
P740 TEP,plate1,5A-C8,0.5,3.5,0.7,5,1.43,353.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,5A-C9,0.5,3.5,0.7,5,1.43,361.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,5A-D1,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,4.5,0.21,0.0,0.0,,0.04,7.21,0.0,0.11,7.67,0.004,4.0,0.64,0.08,D12,TEP093
P740 TEP,plate1,5A-D10,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,7.5,1.56,0.42,0.08,,0.28,52.98,0.02,0.77,56.32,0.028000000000000004,28.000000000000004,4.68,0.57,D12,TEP093
P740 TEP,plate1,5A-D11,0.5,3.5,0.7,5,1.43,236.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,5A-D12,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,5A-D2,0.5,3.5,0.7,5,1.43,236.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,5A-D3,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,5A-D4,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,5.5,0.66,0.18,0.05,,0.12,22.42,0.01,0.33,23.84,0.012,12.0,1.98,0.24,D12,TEP093
P740 TEP,plate1,5A-D5,0.5,3.5,0.7,5,1.43,236.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,5A-D6,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,5A-D7,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,6.5,1.73,0.46,0.09,,0.31,58.67,0.03,0.86,62.38,0.031,31.0,5.18,0.63,D12,TEP093
P740 TEP,plate1,5A-D8,0.5,3.5,0.7,5,1.43,236.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,5A-D9,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,5A-E1,0.5,3.5,0.7,5,1.43,354.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,5A-E10,0.5,3.5,0.7,5,1.43,354.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,5A-E11,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,5A-E2,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,5A-E4,0.5,3.5,0.7,5,1.43,354.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,5A-E5,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,5A-E7,0.5,3.5,0.7,5,1.43,354.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,5A-E8,0.5,3.5,0.7,5,1.43,358.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,6A-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,6A-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,6A-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,7.5,inf,4.5,0.62,,2.93,551.77,0.24,8.05,586.63,0.29300000000000004,293.00000000000006,48.73,4.05,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,6A-A12,0.5,3.5,0.7,5,1.43,367.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,TEP018
P740 TEP,plate1,6A-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,4.5,3.42,0.95,0.22,,0.62,116.29,0.05,1.7,123.64,0.062,62.0,10.27,0.86,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,6A-A3,0.5,3.5,0.7,5,1.43,367.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,TEP018
P740 TEP,plate1,6A-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,6A-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,5.5,6.67,1.83,0.31,,1.2,224.85,0.1,3.28,239.06,0.11999999999999998,119.99999999999999,19.86,1.66,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,6A-A6,0.5,3.5,0.7,5,1.43,367.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,TEP018
P740 TEP,plate1,6A-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,6A-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,6.5,13.62,3.82,0.62,,2.49,468.85,0.21,6.84,498.47,0.24900000000000005,249.00000000000006,41.41,3.44,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,6A-A9,0.5,3.5,0.7,5,1.43,367.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,TEP018
P740 TEP,plate1,6A-B1,0.5,3.5,0.7,5,1.43,208.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A7,TEP050
P740 TEP,plate1,6A-B10,0.5,3.5,0.7,5,1.43,208.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A7,TEP050
P740 TEP,plate1,6A-B11,0.5,3.5,0.7,5,1.43,327.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1,TEP003
P740 TEP,plate1,6A-B12,0.5,3.5,0.7,5,1.43,228.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C12,TEP092
P740 TEP,plate1,6A-B2,0.5,3.5,0.7,5,1.43,327.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1,TEP003
P740 TEP,plate1,6A-B3,0.5,3.5,0.7,5,1.43,228.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C12,TEP092
P740 TEP,plate1,6A-B4,0.5,3.5,0.7,5,1.43,208.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A7,TEP050
P740 TEP,plate1,6A-B5,0.5,3.5,0.7,5,1.43,327.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1,TEP003
P740 TEP,plate1,6A-B6,0.5,3.5,0.7,5,1.43,228.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C12,TEP092
P740 TEP,plate1,6A-B7,0.5,3.5,0.7,5,1.43,208.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A7,TEP050
P740 TEP,plate1,6A-B8,0.5,3.5,0.7,5,1.43,327.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1,TEP003
P740 TEP,plate1,6A-B9,0.5,3.5,0.7,5,1.43,228.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C12,TEP092
P740 TEP,plate1,6A-C1,0.5,3.5,0.7,5,1.43,314.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,TEP004
P740 TEP,plate1,6A-C10,0.5,3.5,0.7,5,1.43,314.0,cryPow,60,7.5,4.68,1.26,0.21,,0.82,154.69,0.07,2.26,164.46,0.082,82.0,13.66,1.31,D1,TEP004
P740 TEP,plate1,6A-C11,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,6A-C12,0.5,3.5,0.7,5,1.43,361.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,6A-C2,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,6A-C3,0.5,3.5,0.7,5,1.43,361.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,6A-C4,0.5,3.5,0.7,5,1.43,314.0,cryPow,60,5.5,0.78,0.21,0.04,,0.14,26.42,0.01,0.39,28.09,0.014000000000000002,14.000000000000002,2.33,0.22,D1,TEP004
P740 TEP,plate1,6A-C5,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,6A-C6,0.5,3.5,0.7,5,1.43,361.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,6A-C7,0.5,3.5,0.7,5,1.43,314.0,cryPow,60,6.5,4.38,1.17,0.24,,0.76,143.65,0.06,2.1,152.72,0.076,76.0,12.69,1.21,D1,TEP004
P740 TEP,plate1,6A-C8,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,TEP021
P740 TEP,plate1,6A-C9,0.5,3.5,0.7,5,1.43,361.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D5,TEP037
P740 TEP,plate1,6A-D1,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,TEP093
P740 TEP,plate1,6A-D10,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,7.5,0.38,0.0,0.0,,0.07,12.74,0.01,0.19,13.54,0.007000000000000001,7.000000000000001,1.12,0.14,D12,TEP093
P740 TEP,plate1,6A-D11,0.5,3.5,0.7,5,1.43,236.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,6A-D12,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,6A-D2,0.5,3.5,0.7,5,1.43,236.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,6A-D3,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,6A-D4,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,5.5,0.23,0.0,0.0,,0.04,7.89,0.0,0.12,8.39,0.004,4.0,0.7,0.08,D12,TEP093
P740 TEP,plate1,6A-D5,0.5,3.5,0.7,5,1.43,236.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,6A-D6,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,6A-D7,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,6.5,0.4,0.0,0.02,,0.07,13.58,0.01,0.2,14.44,0.007000000000000001,7.000000000000001,1.2,0.14,D12,TEP093
P740 TEP,plate1,6A-D8,0.5,3.5,0.7,5,1.43,236.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E8,TEP062
P740 TEP,plate1,6A-D9,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6,TEP049
P740 TEP,plate1,6A-E1,0.5,3.5,0.7,5,1.43,354.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,6A-E10,0.5,3.5,0.7,5,1.43,354.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,6A-E11,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,6A-E2,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,6A-E4,0.5,3.5,0.7,5,1.43,354.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,6A-E5,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,6A-E7,0.5,3.5,0.7,5,1.43,354.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H9,TEP073
P740 TEP,plate1,6A-E8,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H11,TEP089
P740 TEP,plate1,7A-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,7A-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,7A-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,7.5,9.3,2.57,0.43,,1.68,315.39,0.14,4.6,335.31,0.168,168.0,27.85,2.32,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,7A-A12,0.5,3.5,0.7,5,1.43,339.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B5,TEP035
P740 TEP,plate1,7A-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,4.5,1.33,0.37,0.07,,0.24,45.09,0.02,0.66,47.93,0.024,24.0,3.98,0.33,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,7A-A3,0.5,3.5,0.7,5,1.43,339.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B5,TEP035
P740 TEP,plate1,7A-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,7A-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,5.5,3.86,1.05,0.17,,0.68,128.68,0.06,1.88,136.81,0.068,68.0,11.36,0.94,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,7A-A6,0.5,3.5,0.7,5,1.43,339.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B5,TEP035
P740 TEP,plate1,7A-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate1,7A-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,6.5,7.18,1.98,0.33,,1.29,242.4,0.11,3.54,257.71,0.129,129.0,21.41,1.78,LCC-ICCG,LCC-ICCG
P740 TEP,plate1,7A-A9,0.5,3.5,0.7,5,1.43,339.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B5,TEP035
P740 TEP,plate1,7A-B1,0.5,3.5,0.7,5,1.43,340.0,cryPow,40,4.5,0.3,0.0,0.02,,0.05,10.26,0.0,0.15,10.91,0.005,5.0,0.91,0.07,B9,TEP067
P740 TEP,plate1,7A-B10,0.5,3.5,0.7,5,1.43,340.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B9,TEP067
P740 TEP,plate1,7A-B11,0.5,3.5,0.7,5,1.43,367.0,cryPow,40,7.5,0.93,0.25,0.05,,0.17,31.4,0.01,0.46,33.38,0.017,17.0,2.77,0.23,B12,TEP091
P740 TEP,plate1,7A-B12,0.5,3.5,0.7,5,1.43,187.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,TEP011
P740 TEP,plate1,7A-B2,0.5,3.5,0.7,5,1.43,367.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,TEP091
P740 TEP,plate1,7A-B3,0.5,3.5,0.7,5,1.43,187.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,TEP011
P740 TEP,plate1,7A-B4,0.5,3.5,0.7,5,1.43,340.0,cryPow,40,5.5,0.67,0.18,0.04,,0.12,22.56,0.01,0.33,23.98,0.012,12.0,1.99,0.18,B9,TEP067
P740 TEP,plate1,7A-B5,0.5,3.5,0.7,5,1.43,367.0,cryPow,40,5.5,0.28,0.0,0.07,,0.05,9.55,0.0,0.14,10.16,0.005,5.0,0.84,0.07,B12,TEP091
P740 TEP,plate1,7A-B6,0.5,3.5,0.7,5,1.43,187.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,TEP011
P740 TEP,plate1,7A-B7,0.5,3.5,0.7,5,1.43,340.0,cryPow,40,6.5,0.79,0.21,0.05,,0.14,26.9,0.01,0.39,28.59,0.014000000000000002,14.000000000000002,2.38,0.21,B9,TEP067
P740 TEP,plate1,7A-B8,0.5,3.5,0.7,5,1.43,367.0,cryPow,40,6.5,0.55,0.0,0.03,,0.1,18.53,0.01,0.27,19.7,0.01,10.0,1.64,0.14,B12,TEP091
P740 TEP,plate1,7A-B9,0.5,3.5,0.7,5,1.43,187.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,TEP011
P740 TEP,plate1,7A-C1,0.5,3.5,0.7,5,1.43,439.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,TEP038
P740 TEP,plate1,7A-C10,0.5,3.5,0.7,5,1.43,439.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,TEP038
P740 TEP,plate1,7A-C11,0.5,3.5,0.7,5,1.43,183.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F5,TEP039
P740 TEP,plate1,7A-C12,0.5,3.5,0.7,5,1.43,270.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,TEP081
P740 TEP,plate1,7A-C2,0.5,3.5,0.7,5,1.43,183.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F5,TEP039
P740 TEP,plate1,7A-C3,0.5,3.5,0.7,5,1.43,270.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,TEP081
P740 TEP,plate1,7A-C4,0.5,3.5,0.7,5,1.43,439.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,TEP038
P740 TEP,plate1,7A-C5,0.5,3.5,0.7,5,1.43,183.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F5,TEP039
P740 TEP,plate1,7A-C6,0.5,3.5,0.7,5,1.43,270.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,TEP081
P740 TEP,plate1,7A-C7,0.5,3.5,0.7,5,1.43,439.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,TEP038
P740 TEP,plate1,7A-C8,0.5,3.5,0.7,5,1.43,183.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F5,TEP039
P740 TEP,plate1,7A-C9,0.5,3.5,0.7,5,1.43,270.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,TEP081
P740 TEP,plate2,1A-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate2,1A-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 TEP,plate2,1A-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,7.5,7.07,1.99,0.39,,1.3,243.62,0.11,3.56,259.02,0.13,130.0,21.52,1.8,LCC-ICCG,LCC-ICCG
P740 TEP,plate2,1A-A12,0.5,3.5,0.7,5,1.43,255.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,TEP114
P740 TEP,plate2,1A-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,40,4.5,0.84,0.23,0.04,,0.15,28.45,0.01,0.42,30.25,0.014999999999999998,14.999999999999998,2.51,0.21,LCC-ICCG,LCC-ICCG
