dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
,1.28,241.54,0.11,3.53,256.8,0.128,128,21.33,1.8,H1,TEP105
,0.11,20.53,0.01,0.3,21.82,0.011,11,1.81,0.15,H1,TEP105
,1,187.19,0.08,2.73,199.02,0.1,100,16.53,1.4,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,0.46,87.22,0.04,1.27,92.73,0.046,46,7.7,0.64,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.08,15.92,0.01,0.23,16.93,0.008,8,1.41,0.11,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.13,25.27,0.01,0.37,26.87,0.013,13,2.23,0.18,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.29,55.11,0.02,0.8,58.59,0.029,29,4.87,0.4,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.04,8.27,0,0.12,8.79,0.004,4,0.73,0.08,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0.08,14.4,0.01,0.21,15.31,0.008,8,1.27,0.11,D2,TEP109
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.14,25.51,0.01,0.37,27.12,0.014,14,2.25,0.19,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.12,22.56,0.01,0.33,23.98,0.012,12,1.99,0.17,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.08,14.87,0.01,0.22,15.81,0.008,8,1.31,0.11,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.06,10.4,0,0.15,11.06,0.006,6,0.92,0.08,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,0.35,65.04,0.03,0.95,69.15,0.035,35,5.74,0.48,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.06,12.16,0.01,0.18,12.93,0.006,6,1.07,0.08,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.13,25.27,0.01,0.37,26.87,0.013,13,2.23,0.18,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.21,40.24,0.02,0.59,42.78,0.021,21,3.55,0.29,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0.06,10.97,0,0.16,11.67,0.006,6,0.97,0.08,D2,TEP109
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.11,21.14,0.01,0.31,22.47,0.011,11,1.87,0.15,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.09,16.29,0.01,0.24,17.32,0.009,9,1.44,0.12,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.07,13.58,0.01,0.2,14.44,0.007,7,1.2,0.1,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.04,8.27,0,0.12,8.79,0.004,4,0.73,0.06,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
4X,11.94,2246.59,0.99,32.79,2388.52,1.194,1194,198.4,16.49,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.59,110.65,0.05,1.62,117.64,0.059,59,9.77,0.81,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,3.21,603.05,0.27,8.8,641.15,0.321,321,53.26,4.43,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,8.09,1521.6,0.67,22.21,1617.74,0.809,809,134.38,11.17,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.04,7.55,0,0.11,8.03,0.004,4,0.67,0.06,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.07,13.45,0.01,0.2,14.3,0.007,7,1.19,0.1,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
4X,11.69,2198.62,0.97,32.09,2337.53,1.169,1169,194.17,16.15,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.68,127.33,0.06,1.86,135.38,0.068,68,11.25,0.94,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,3.36,632.98,0.28,9.24,672.97,0.336,336,55.9,4.64,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,7.75,1458.8,0.64,21.29,1550.96,0.775,775,128.83,10.7,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.04,7.21,0,0.11,7.67,0.004,4,0.64,0.08,A9,TEP165
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.03,6.5,0,0.09,6.91,0.003,3,0.57,0.06,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0.04,7.45,0,0.11,7.92,0.004,4,0.66,0.06,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.13,24.9,0.01,0.36,26.47,0.013,13,2.2,0.18,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.26,237.24,0.1,3.46,252.23,0.126,126,20.95,1.74,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0.18,34.35,0.02,0.5,36.52,0.018,18,3.03,0.25,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,blank,blank
,0.57,106.48,0.05,1.55,113.21,0.057,57,9.4,0.79,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,blank,blank
,1.09,205.6,0.09,3,218.58,0.109,109,18.16,1.51,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0.62,115.8,0.05,1.69,123.12,0.062,62,10.23,0.78,A12,TEP189
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0,0,0,0,0,0,0,0,0,A12,TEP189
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0.08,15.11,0.01,0.22,16.06,0.008,8,1.33,0.1,A12,TEP189
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0.56,105.99,0.05,1.55,112.68,0.056,56,9.36,0.71,A12,TEP189
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0.03,6.13,0,0.09,6.52,0.003,3,0.54,0.07,B3,TEP115
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0.04,6.74,0,0.1,7.17,0.004,4,0.6,0.09,B3,TEP115
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0.08,15.34,0.01,0.22,16.31,0.008,8,1.36,0.18,B3,TEP115
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0.07,12.87,0.01,0.19,13.69,0.007,7,1.14,0.15,B3,TEP115
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0.29,55.48,0.02,0.81,58.99,0.029,29,4.9,0.39,F10,TEP178
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0,0,0,0,0,0,0,0,0,F10,TEP178
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0.06,10.97,0,0.16,11.67,0.006,6,0.97,0.08,F10,TEP178
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0.21,38.58,0.02,0.56,41.02,0.021,21,3.41,0.29,F10,TEP178
,0,0,0,0,0,0,0,0,0,G8,TEP163
,0.05,10.26,0,0.15,10.91,0.005,5,0.91,0.1,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0.31,59.14,0.03,0.86,62.88,0.031,31,5.22,0.65,H8,TEP164
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0,0,0,0,0,0,0,0,0,H8,TEP164
,0.08,14.53,0.01,0.21,15.45,0.008,8,1.28,0.16,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0.07,12.26,0.01,0.18,13.04,0.007,7,1.08,0.15,H8,TEP164
,0.08,15.68,0.01,0.23,16.67,0.008,8,1.39,0.16,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0.25,47.08,0.02,0.69,50.06,0.025,25,4.16,0.52,H8,TEP164
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,3.22,606.11,0.27,8.85,644.41,0.322,322,53.53,4.45,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0.6,113.22,0.05,1.65,120.38,0.06,60,10,0.83,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,blank,blank
,1.14,213.69,0.09,3.12,227.19,0.114,114,18.87,1.57,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,blank,blank
,2.39,449.22,0.2,6.56,477.6,0.239,239,39.67,3.3,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A2,TEP106
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0.22,41.33,0.02,0.6,43.94,0.022,22,3.65,0.28,A12,TEP189
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0,0,0,0,0,0,0,0,0,A12,TEP189
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0,0,0,0,0,0,0,0,0,A12,TEP189
,0,0,0,0,0,0,0,0,0,A4,TEP122
,0,0,0,0,0,0,0,0,0,A8,TEP157
,0.23,42.85,0.02,0.63,45.56,0.023,23,3.78,0.29,A12,TEP189
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0,0,0,0,0,0,0,0,0,B3,TEP115
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0,0,0,0,0,0,0,0,0,B3,TEP115
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0,0,0,0,0,0,0,0,0,B3,TEP115
,0,0,0,0,0,0,0,0,0,B1,TEP099
,0,0,0,0,0,0,0,0,0,B2,TEP107
,0,0,0,0,0,0,0,0,0,B3,TEP115
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,B12,RFP
,0,0,0,0,0,0,0,0,0,C9,TEP167
,0,0,0,0,0,0,0,0,0,E4,TEP126
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0.04,7.32,0,0.11,7.78,0.004,4,0.65,0.05,F10,TEP178
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0,0,0,0,0,0,0,0,0,F10,TEP178
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0,0,0,0,0,0,0,0,0,F10,TEP178
,0,0,0,0,0,0,0,0,0,F3,TEP119
,0,0,0,0,0,0,0,0,0,F9,TEP170
,0.03,6.37,0,0.09,6.77,0.003,3,0.56,0.04,F10,TEP178
,0,0,0,0,0,0,0,0,0,G8,TEP163
,0,0,0,0,0,0,0,0,0,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0,0,0,0,0,0,0,0,0,H8,TEP164
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0,0,0,0,0,0,0,0,0,H8,TEP164
,0,0,0,0,0,0,0,0,0,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0,0,0,0,0,0,0,0,0,H8,TEP164
,0.03,6.13,0,0.09,6.52,0.003,3,0.54,0.06,G8,TEP163
,0,0,0,0,0,0,0,0,0,G9,TEP171
,0,0,0,0,0,0,0,0,0,H8,TEP164
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,H11,TEP188
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.23,231.23,0.1,3.38,245.84,0.123,123,20.42,1.7,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A1,TEP098
,0.19,35.16,0.02,0.51,37.38,0.019,19,3.11,0.26,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A1,TEP098
,0,0,0,0,0,0,0,0,0,blank,blank
,0.61,114.57,0.05,1.67,121.81,0.061,61,10.12,0.84,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A1,TEP098
,0,0,0,0,0,0,0,0,0,blank,blank
,1.02,191.86,0.08,2.8,203.98,0.102,102,16.94,1.41,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A1,TEP098
,0,0,0,0,0,0,0,0,0,C2,TEP108
,0,0,0,0,0,0,0,0,0,C2,TEP108
,0.04,6.61,0,0.1,7.02,0.004,4,0.58,0.06,C6,TEP140
,0,0,0,0,0,0,0,0,0,D8,TEP160
,0,0,0,0,0,0,0,0,0,C6,TEP140
,0,0,0,0,0,0,0,0,0,D8,TEP160
,0,0,0,0,0,0,0,0,0,C2,TEP108
,0,0,0,0,0,0,0,0,0,C6,TEP140
,0,0,0,0,0,0,0,0,0,D8,TEP160
,0,0,0,0,0,0,0,0,0,C2,TEP108
,0,0,0,0,0,0,0,0,0,C6,TEP140
,0,0,0,0,0,0,0,0,0,D8,TEP160
,0,0,0,0,0,0,0,0,0,D12,TEP193
,0,0,0,0,0,0,0,0,0,D12,TEP193
,0,0,0,0,0,0,0,0,0,E2,TEP110
,0.43,79.98,0.04,1.17,85.03,0.043,43,7.06,0.55,F1,TEP103
,0,0,0,0,0,0,0,0,0,E2,TEP110
,0.19,36.24,0.02,0.53,38.53,0.019,19,3.2,0.24,F1,TEP103
,0,0,0,0,0,0,0,0,0,D12,TEP193
,0,0,0,0,0,0,0,0,0,E2,TEP110
,0.35,66.56,0.03,0.97,70.77,0.035,35,5.88,0.45,F1,TEP103
,0,0,0,0,0,0,0,0,0,D12,TEP193
,0,0,0,0,0,0,0,0,0,E2,TEP110
,0.71,133.34,0.06,1.95,141.77,0.071,71,11.78,0.91,F1,TEP103
,0,0,0,0,0,0,0,0,0,F12,TEP195
,0,0,0,0,0,0,0,0,0,F12,TEP195
,0,0,0,0,0,0,0,0,0,G6,TEP144
,0,0,0,0,0,0,0,0,0,G6,TEP144
,0,0,0,0,0,0,0,0,0,F12,TEP195
,0,0,0,0,0,0,0,0,0,G6,TEP144
,0,0,0,0,0,0,0,0,0,F12,TEP195
,0,0,0,0,0,0,0,0,0,G6,TEP144
